59017	24.27	106.27	279.4	32	田林	广西	广西	广西
59027	24.13	107.25	256.1	32	巴马	广西	广西	广西
59031	24.83	108.25	209.7	32	环江	广西	广西	广西
59033	24.78	108.90	330		32	罗城	广西	广西	广西
59034	24.48	108.67	151.9	32	宜州	广西	广西	广西
59037	23.93	108.10	172		32	都安	广西	广西	广西
59038	24.07	108.65	139.7	32	忻城	广西	广西	广西
59041	24.65	109.25	218.6	32	柳城	广西	广西	广西
59044	24.47	109.38	98.7	32	沙塘	广西	广西	广西
59045	24.5	109.78	131.5	32	鹿寨	广西	广西	广西
59051	24.77	110.50	137.9	32	阳朔	广西	广西	广西
59052	24.83	110.82	170.8	32	恭城	广西	广西	广西
59053	24.62	110.67	107		32	平乐	广西	广西	广西
59055	24.50	110.40	166.9	32	荔浦	广西	广西	广西
59057	24.13	110.18	832.1	32	金秀	广西	广西	广西
59061	24.82	111.27	194.3	32	富川	广西	广西	广西
59064	24.55	111.32	137.8	32	钟山	广西	广西	广西
59209	23.42	105.83	795.1	16	那坡	广西	广西	广西
59215	23.33	106.62	634.5	32	德保	广西	广西	广西
59227	23.08	107.15	438.3	32	天等	广西	广西	广西
59230	23.72	108.17	169.2	32	马山	广西	广西	广西
59235	23.43	108.62	116.8	32	上林	广西	广西	广西
59237	23.17	108.28	112.8	32	武鸣	广西	广西	广西
59238	23.22	108.80	123.7	32	宾阳	广西	广西	广西
59241	23.98	109.7	124.3	32	象州	广西	广西	广西
59249	23.05	109.57	57.1	32	贵港	广西	广西	广西
59256	23.37	110.92	55.9	32	藤县	广西	广西	广西
59421	22.83	107.20	256.3	32	大新	广西	广西	广西
59425	22.40	107.35	108.6	32	崇左	广西	广西	广西
59426	22.63	107.90	90.9	32	扶绥	广西	广西	广西
59427	22.12	107.07	164.5	32	宁明	广西	广西	广西
59429	22.15	107.97	181.2	32	上思	广西	广西	广西
59441	22.70	109.25	79.7	32	横县	广西	广西	广西
59449	22.30	109.98	87.1	32	博白	广西	广西	广西
59451	22.70	110.35	99.4	32	北流	广西	广西	广西
59452	22.85	110.53	102.3	32	容县	广西	广西	广西
59457	22.32	110.27	122.8	32	陆川	广西	广西	广西
59640	21.67	109.18	6.6		32	合浦	广西	广西	广西
59647	21.03	109.10	56.4	16	涠洲岛	广西	广西	广西
57859	26.03	110.63	409.6	32	资源	广西	广西	广西
57948	25.12	109.25	238.3	32	融水	广西	广西	广西
59022	24.98	107.55	699.1	32	南丹	广西	广西	广西
59059	24.18	110.80	107		32	昭平	广西	广西	广西
